8388608	   1.3475000000	   1.3522000000	   0.4340000000	   0.4316000000	   1.0165000000	   0.9804000000
16777216	   1.3773000000	   1.3798000000	   0.4331000000	   0.4364000000	   0.9887000000	   0.9636000000
33554432	   1.6508000000	   1.6432000000	   0.4608000000	   0.4638000000	   1.0265000000	   0.9989000000
67108864	   1.9108000000	   1.8856000000	   0.5019000000	   0.5050000000	   1.0507000000	   1.0301000000
134217728	   2.1253000000	   2.1073000000	   0.5466000000	   0.5527000000	   1.0985000000	   1.0647000000
268435456	   2.3634000000	   2.3445000000	   0.5784000000	   0.5686000000	   1.2045000000	   1.1638000000
536870912	   2.8431000000	   2.8241000000	   0.6605000000	   0.6470000000	   1.3886000000	   1.3410000000
1073741824	   2.9252000000	   2.9399000000	   0.6229000000	   0.6148000000	   1.2804000000	   1.2132000000
